file_id,filepath,type,subset
3994.wav,/Data//LibriTTS/train_clean_360_24000c/3994.wav,input,train
4010.wav,/Data//LibriTTS/train_clean_360_24000c/4010.wav,input,train
4013.wav,/Data//LibriTTS/train_clean_360_24000c/4013.wav,input,train
4039.wav,/Data//LibriTTS/train_clean_360_24000c/4039.wav,input,train
4044.wav,/Data//LibriTTS/train_clean_360_24000c/4044.wav,input,train
4054.wav,/Data//LibriTTS/train_clean_360_24000c/4054.wav,input,train
4057.wav,/Data//LibriTTS/train_clean_360_24000c/4057.wav,input,train
4064.wav,/Data//LibriTTS/train_clean_360_24000c/4064.wav,input,train
4071.wav,/Data//LibriTTS/train_clean_360_24000c/4071.wav,input,train
408.wav,/Data//LibriTTS/train_clean_360_24000c/408.wav,input,train
409.wav,/Data//LibriTTS/train_clean_360_24000c/409.wav,input,train
4098.wav,/Data//LibriTTS/train_clean_360_24000c/4098.wav,input,train
4108.wav,/Data//LibriTTS/train_clean_360_24000c/4108.wav,input,train
4110.wav,/Data//LibriTTS/train_clean_360_24000c/4110.wav,input,train
4111.wav,/Data//LibriTTS/train_clean_360_24000c/4111.wav,input,train
4116.wav,/Data//LibriTTS/train_clean_360_24000c/4116.wav,input,train
4133.wav,/Data//LibriTTS/train_clean_360_24000c/4133.wav,input,train
4138.wav,/Data//LibriTTS/train_clean_360_24000c/4138.wav,input,train
4145.wav,/Data//LibriTTS/train_clean_360_24000c/4145.wav,input,train
4148.wav,/Data//LibriTTS/train_clean_360_24000c/4148.wav,input,train
4152.wav,/Data//LibriTTS/train_clean_360_24000c/4152.wav,input,train
4222.wav,/Data//LibriTTS/train_clean_360_24000c/4222.wav,input,train
4226.wav,/Data//LibriTTS/train_clean_360_24000c/4226.wav,input,train
4236.wav,/Data//LibriTTS/train_clean_360_24000c/4236.wav,input,train
4238.wav,/Data//LibriTTS/train_clean_360_24000c/4238.wav,input,train
4243.wav,/Data//LibriTTS/train_clean_360_24000c/4243.wav,input,train
4246.wav,/Data//LibriTTS/train_clean_360_24000c/4246.wav,input,train
4257.wav,/Data//LibriTTS/train_clean_360_24000c/4257.wav,input,train
4260.wav,/Data//LibriTTS/train_clean_360_24000c/4260.wav,input,train
4278.wav,/Data//LibriTTS/train_clean_360_24000c/4278.wav,input,train
4289.wav,/Data//LibriTTS/train_clean_360_24000c/4289.wav,input,train
4290.wav,/Data//LibriTTS/train_clean_360_24000c/4290.wav,input,train
4331.wav,/Data//LibriTTS/train_clean_360_24000c/4331.wav,input,train
4335.wav,/Data//LibriTTS/train_clean_360_24000c/4335.wav,input,train
434.wav,/Data//LibriTTS/train_clean_360_24000c/434.wav,input,train
4356.wav,/Data//LibriTTS/train_clean_360_24000c/4356.wav,input,train
4358.wav,/Data//LibriTTS/train_clean_360_24000c/4358.wav,input,train
4363.wav,/Data//LibriTTS/train_clean_360_24000c/4363.wav,input,train
4381.wav,/Data//LibriTTS/train_clean_360_24000c/4381.wav,input,train
439.wav,/Data//LibriTTS/train_clean_360_24000c/439.wav,input,train
4425.wav,/Data//LibriTTS/train_clean_360_24000c/4425.wav,input,train
4427.wav,/Data//LibriTTS/train_clean_360_24000c/4427.wav,input,train
4433.wav,/Data//LibriTTS/train_clean_360_24000c/4433.wav,input,train
4434.wav,/Data//LibriTTS/train_clean_360_24000c/4434.wav,input,train
4438.wav,/Data//LibriTTS/train_clean_360_24000c/4438.wav,input,train
4490.wav,/Data//LibriTTS/train_clean_360_24000c/4490.wav,input,train
4495.wav,/Data//LibriTTS/train_clean_360_24000c/4495.wav,input,train
451.wav,/Data//LibriTTS/train_clean_360_24000c/451.wav,input,train
4519.wav,/Data//LibriTTS/train_clean_360_24000c/4519.wav,input,train
4535.wav,/Data//LibriTTS/train_clean_360_24000c/4535.wav,input,train
454.wav,/Data//LibriTTS/train_clean_360_24000c/454.wav,input,train
4586.wav,/Data//LibriTTS/train_clean_360_24000c/4586.wav,input,train
459.wav,/Data//LibriTTS/train_clean_360_24000c/459.wav,input,train
4590.wav,/Data//LibriTTS/train_clean_360_24000c/4590.wav,input,train
4592.wav,/Data//LibriTTS/train_clean_360_24000c/4592.wav,input,train
4595.wav,/Data//LibriTTS/train_clean_360_24000c/4595.wav,input,train
4598.wav,/Data//LibriTTS/train_clean_360_24000c/4598.wav,input,train
4629.wav,/Data//LibriTTS/train_clean_360_24000c/4629.wav,input,train
4681.wav,/Data//LibriTTS/train_clean_360_24000c/4681.wav,input,train
4719.wav,/Data//LibriTTS/train_clean_360_24000c/4719.wav,input,train
472.wav,/Data//LibriTTS/train_clean_360_24000c/472.wav,input,train
4731.wav,/Data//LibriTTS/train_clean_360_24000c/4731.wav,input,train
4733.wav,/Data//LibriTTS/train_clean_360_24000c/4733.wav,input,train
4734.wav,/Data//LibriTTS/train_clean_360_24000c/4734.wav,input,train
4744.wav,/Data//LibriTTS/train_clean_360_24000c/4744.wav,input,train
475.wav,/Data//LibriTTS/train_clean_360_24000c/475.wav,input,train
476.wav,/Data//LibriTTS/train_clean_360_24000c/476.wav,input,train
479.wav,/Data//LibriTTS/train_clean_360_24000c/479.wav,input,train
480.wav,/Data//LibriTTS/train_clean_360_24000c/480.wav,input,train
4800.wav,/Data//LibriTTS/train_clean_360_24000c/4800.wav,input,train
4806.wav,/Data//LibriTTS/train_clean_360_24000c/4806.wav,input,train
4807.wav,/Data//LibriTTS/train_clean_360_24000c/4807.wav,input,train
4837.wav,/Data//LibriTTS/train_clean_360_24000c/4837.wav,input,train
4839.wav,/Data//LibriTTS/train_clean_360_24000c/4839.wav,input,train
4846.wav,/Data//LibriTTS/train_clean_360_24000c/4846.wav,input,train
4848.wav,/Data//LibriTTS/train_clean_360_24000c/4848.wav,input,train
4854.wav,/Data//LibriTTS/train_clean_360_24000c/4854.wav,input,train
4856.wav,/Data//LibriTTS/train_clean_360_24000c/4856.wav,input,train
4860.wav,/Data//LibriTTS/train_clean_360_24000c/4860.wav,input,train
487.wav,/Data//LibriTTS/train_clean_360_24000c/487.wav,input,train
4899.wav,/Data//LibriTTS/train_clean_360_24000c/4899.wav,input,train
492.wav,/Data//LibriTTS/train_clean_360_24000c/492.wav,input,train
4926.wav,/Data//LibriTTS/train_clean_360_24000c/4926.wav,input,train
4945.wav,/Data//LibriTTS/train_clean_360_24000c/4945.wav,input,train
4957.wav,/Data//LibriTTS/train_clean_360_24000c/4957.wav,input,train
4967.wav,/Data//LibriTTS/train_clean_360_24000c/4967.wav,input,train
497.wav,/Data//LibriTTS/train_clean_360_24000c/497.wav,input,train
4973.wav,/Data//LibriTTS/train_clean_360_24000c/4973.wav,input,train
500.wav,/Data//LibriTTS/train_clean_360_24000c/500.wav,input,train
5002.wav,/Data//LibriTTS/train_clean_360_24000c/5002.wav,input,train
5007.wav,/Data//LibriTTS/train_clean_360_24000c/5007.wav,input,train
501.wav,/Data//LibriTTS/train_clean_360_24000c/501.wav,input,train
5012.wav,/Data//LibriTTS/train_clean_360_24000c/5012.wav,input,train
5029.wav,/Data//LibriTTS/train_clean_360_24000c/5029.wav,input,train
5039.wav,/Data//LibriTTS/train_clean_360_24000c/5039.wav,input,train
5054.wav,/Data//LibriTTS/train_clean_360_24000c/5054.wav,input,train
5062.wav,/Data//LibriTTS/train_clean_360_24000c/5062.wav,input,train
5063.wav,/Data//LibriTTS/train_clean_360_24000c/5063.wav,input,train
5092.wav,/Data//LibriTTS/train_clean_360_24000c/5092.wav,input,train
5093.wav,/Data//LibriTTS/train_clean_360_24000c/5093.wav,input,train
510.wav,/Data//LibriTTS/train_clean_360_24000c/510.wav,input,train
511.wav,/Data//LibriTTS/train_clean_360_24000c/511.wav,input,train
5115.wav,/Data//LibriTTS/train_clean_360_24000c/5115.wav,input,train
512.wav,/Data//LibriTTS/train_clean_360_24000c/512.wav,input,train
5123.wav,/Data//LibriTTS/train_clean_360_24000c/5123.wav,input,train
5126.wav,/Data//LibriTTS/train_clean_360_24000c/5126.wav,input,train
5133.wav,/Data//LibriTTS/train_clean_360_24000c/5133.wav,input,train
5139.wav,/Data//LibriTTS/train_clean_360_24000c/5139.wav,input,train
5147.wav,/Data//LibriTTS/train_clean_360_24000c/5147.wav,input,train
5154.wav,/Data//LibriTTS/train_clean_360_24000c/5154.wav,input,train
5157.wav,/Data//LibriTTS/train_clean_360_24000c/5157.wav,input,train
5186.wav,/Data//LibriTTS/train_clean_360_24000c/5186.wav,input,train
5189.wav,/Data//LibriTTS/train_clean_360_24000c/5189.wav,input,train
5190.wav,/Data//LibriTTS/train_clean_360_24000c/5190.wav,input,train
5206.wav,/Data//LibriTTS/train_clean_360_24000c/5206.wav,input,train
5239.wav,/Data//LibriTTS/train_clean_360_24000c/5239.wav,input,train
5242.wav,/Data//LibriTTS/train_clean_360_24000c/5242.wav,input,train
5246.wav,/Data//LibriTTS/train_clean_360_24000c/5246.wav,input,train
5261.wav,/Data//LibriTTS/train_clean_360_24000c/5261.wav,input,train
5266.wav,/Data//LibriTTS/train_clean_360_24000c/5266.wav,input,train
5290.wav,/Data//LibriTTS/train_clean_360_24000c/5290.wav,input,train
5293.wav,/Data//LibriTTS/train_clean_360_24000c/5293.wav,input,train
5304.wav,/Data//LibriTTS/train_clean_360_24000c/5304.wav,input,train
5319.wav,/Data//LibriTTS/train_clean_360_24000c/5319.wav,input,train
5333.wav,/Data//LibriTTS/train_clean_360_24000c/5333.wav,input,train
5337.wav,/Data//LibriTTS/train_clean_360_24000c/5337.wav,input,train
534.wav,/Data//LibriTTS/train_clean_360_24000c/534.wav,input,train
5386.wav,/Data//LibriTTS/train_clean_360_24000c/5386.wav,input,train
5389.wav,/Data//LibriTTS/train_clean_360_24000c/5389.wav,input,train
54.wav,/Data//LibriTTS/train_clean_360_24000c/54.wav,input,train
5400.wav,/Data//LibriTTS/train_clean_360_24000c/5400.wav,input,train
5401.wav,/Data//LibriTTS/train_clean_360_24000c/5401.wav,input,train
543.wav,/Data//LibriTTS/train_clean_360_24000c/543.wav,input,train
5448.wav,/Data//LibriTTS/train_clean_360_24000c/5448.wav,input,train
548.wav,/Data//LibriTTS/train_clean_360_24000c/548.wav,input,train
5489.wav,/Data//LibriTTS/train_clean_360_24000c/5489.wav,input,train
549.wav,/Data//LibriTTS/train_clean_360_24000c/549.wav,input,train
55.wav,/Data//LibriTTS/train_clean_360_24000c/55.wav,input,train
5513.wav,/Data//LibriTTS/train_clean_360_24000c/5513.wav,input,train
5519.wav,/Data//LibriTTS/train_clean_360_24000c/5519.wav,input,train
5538.wav,/Data//LibriTTS/train_clean_360_24000c/5538.wav,input,train
5570.wav,/Data//LibriTTS/train_clean_360_24000c/5570.wav,input,train
5583.wav,/Data//LibriTTS/train_clean_360_24000c/5583.wav,input,train
5588.wav,/Data//LibriTTS/train_clean_360_24000c/5588.wav,input,train
559.wav,/Data//LibriTTS/train_clean_360_24000c/559.wav,input,train
56.wav,/Data//LibriTTS/train_clean_360_24000c/56.wav,input,train
5604.wav,/Data//LibriTTS/train_clean_360_24000c/5604.wav,input,train
5606.wav,/Data//LibriTTS/train_clean_360_24000c/5606.wav,input,train
561.wav,/Data//LibriTTS/train_clean_360_24000c/561.wav,input,train
5618.wav,/Data//LibriTTS/train_clean_360_24000c/5618.wav,input,train
5622.wav,/Data//LibriTTS/train_clean_360_24000c/5622.wav,input,train
5635.wav,/Data//LibriTTS/train_clean_360_24000c/5635.wav,input,train
5655.wav,/Data//LibriTTS/train_clean_360_24000c/5655.wav,input,train
5656.wav,/Data//LibriTTS/train_clean_360_24000c/5656.wav,input,train
5660.wav,/Data//LibriTTS/train_clean_360_24000c/5660.wav,input,train
5672.wav,/Data//LibriTTS/train_clean_360_24000c/5672.wav,input,train
5684.wav,/Data//LibriTTS/train_clean_360_24000c/5684.wav,input,train
5712.wav,/Data//LibriTTS/train_clean_360_24000c/5712.wav,input,train
5717.wav,/Data//LibriTTS/train_clean_360_24000c/5717.wav,input,train
5723.wav,/Data//LibriTTS/train_clean_360_24000c/5723.wav,input,train
5724.wav,/Data//LibriTTS/train_clean_360_24000c/5724.wav,input,train
5727.wav,/Data//LibriTTS/train_clean_360_24000c/5727.wav,input,train
5731.wav,/Data//LibriTTS/train_clean_360_24000c/5731.wav,input,train
5740.wav,/Data//LibriTTS/train_clean_360_24000c/5740.wav,input,train
5746.wav,/Data//LibriTTS/train_clean_360_24000c/5746.wav,input,train
576.wav,/Data//LibriTTS/train_clean_360_24000c/576.wav,input,train
5767.wav,/Data//LibriTTS/train_clean_360_24000c/5767.wav,input,train
5776.wav,/Data//LibriTTS/train_clean_360_24000c/5776.wav,input,train
580.wav,/Data//LibriTTS/train_clean_360_24000c/580.wav,input,train
5802.wav,/Data//LibriTTS/train_clean_360_24000c/5802.wav,input,train
5809.wav,/Data//LibriTTS/train_clean_360_24000c/5809.wav,input,train
581.wav,/Data//LibriTTS/train_clean_360_24000c/581.wav,input,train
5810.wav,/Data//LibriTTS/train_clean_360_24000c/5810.wav,input,train
583.wav,/Data//LibriTTS/train_clean_360_24000c/583.wav,input,train
5868.wav,/Data//LibriTTS/train_clean_360_24000c/5868.wav,input,train
5876.wav,/Data//LibriTTS/train_clean_360_24000c/5876.wav,input,train
5883.wav,/Data//LibriTTS/train_clean_360_24000c/5883.wav,input,train
589.wav,/Data//LibriTTS/train_clean_360_24000c/589.wav,input,train
5909.wav,/Data//LibriTTS/train_clean_360_24000c/5909.wav,input,train
5914.wav,/Data//LibriTTS/train_clean_360_24000c/5914.wav,input,train
5918.wav,/Data//LibriTTS/train_clean_360_24000c/5918.wav,input,train
593.wav,/Data//LibriTTS/train_clean_360_24000c/593.wav,input,train
5935.wav,/Data//LibriTTS/train_clean_360_24000c/5935.wav,input,train
594.wav,/Data//LibriTTS/train_clean_360_24000c/594.wav,input,train
5940.wav,/Data//LibriTTS/train_clean_360_24000c/5940.wav,input,train
596.wav,/Data//LibriTTS/train_clean_360_24000c/596.wav,input,train
5968.wav,/Data//LibriTTS/train_clean_360_24000c/5968.wav,input,train
597.wav,/Data//LibriTTS/train_clean_360_24000c/597.wav,input,train
5975.wav,/Data//LibriTTS/train_clean_360_24000c/5975.wav,input,train
598.wav,/Data//LibriTTS/train_clean_360_24000c/598.wav,input,train
5984.wav,/Data//LibriTTS/train_clean_360_24000c/5984.wav,input,train
5985.wav,/Data//LibriTTS/train_clean_360_24000c/5985.wav,input,train
6006.wav,/Data//LibriTTS/train_clean_360_24000c/6006.wav,input,train
6014.wav,/Data//LibriTTS/train_clean_360_24000c/6014.wav,input,train
6032.wav,/Data//LibriTTS/train_clean_360_24000c/6032.wav,input,train
6037.wav,/Data//LibriTTS/train_clean_360_24000c/6037.wav,input,train
6038.wav,/Data//LibriTTS/train_clean_360_24000c/6038.wav,input,train
6054.wav,/Data//LibriTTS/train_clean_360_24000c/6054.wav,input,train
606.wav,/Data//LibriTTS/train_clean_360_24000c/606.wav,input,train
6060.wav,/Data//LibriTTS/train_clean_360_24000c/6060.wav,input,train
6075.wav,/Data//LibriTTS/train_clean_360_24000c/6075.wav,input,train
6080.wav,/Data//LibriTTS/train_clean_360_24000c/6080.wav,input,train
6082.wav,/Data//LibriTTS/train_clean_360_24000c/6082.wav,input,train
6098.wav,/Data//LibriTTS/train_clean_360_24000c/6098.wav,input,train
6099.wav,/Data//LibriTTS/train_clean_360_24000c/6099.wav,input,train
6104.wav,/Data//LibriTTS/train_clean_360_24000c/6104.wav,input,train
6115.wav,/Data//LibriTTS/train_clean_360_24000c/6115.wav,input,train
6119.wav,/Data//LibriTTS/train_clean_360_24000c/6119.wav,input,train
612.wav,/Data//LibriTTS/train_clean_360_24000c/612.wav,input,train
6120.wav,/Data//LibriTTS/train_clean_360_24000c/6120.wav,input,train
6139.wav,/Data//LibriTTS/train_clean_360_24000c/6139.wav,input,train
6157.wav,/Data//LibriTTS/train_clean_360_24000c/6157.wav,input,train
6160.wav,/Data//LibriTTS/train_clean_360_24000c/6160.wav,input,train
6167.wav,/Data//LibriTTS/train_clean_360_24000c/6167.wav,input,train
6188.wav,/Data//LibriTTS/train_clean_360_24000c/6188.wav,input,train
6189.wav,/Data//LibriTTS/train_clean_360_24000c/6189.wav,input,train
6206.wav,/Data//LibriTTS/train_clean_360_24000c/6206.wav,input,train
6215.wav,/Data//LibriTTS/train_clean_360_24000c/6215.wav,input,train
6233.wav,/Data//LibriTTS/train_clean_360_24000c/6233.wav,input,train
6235.wav,/Data//LibriTTS/train_clean_360_24000c/6235.wav,input,train
6258.wav,/Data//LibriTTS/train_clean_360_24000c/6258.wav,input,train
6269.wav,/Data//LibriTTS/train_clean_360_24000c/6269.wav,input,train
6286.wav,/Data//LibriTTS/train_clean_360_24000c/6286.wav,input,train
6288.wav,/Data//LibriTTS/train_clean_360_24000c/6288.wav,input,train
6294.wav,/Data//LibriTTS/train_clean_360_24000c/6294.wav,input,train
6300.wav,/Data//LibriTTS/train_clean_360_24000c/6300.wav,input,train
6308.wav,/Data//LibriTTS/train_clean_360_24000c/6308.wav,input,train
6317.wav,/Data//LibriTTS/train_clean_360_24000c/6317.wav,input,train
6330.wav,/Data//LibriTTS/train_clean_360_24000c/6330.wav,input,train
6339.wav,/Data//LibriTTS/train_clean_360_24000c/6339.wav,input,train
6341.wav,/Data//LibriTTS/train_clean_360_24000c/6341.wav,input,train
6352.wav,/Data//LibriTTS/train_clean_360_24000c/6352.wav,input,train
6359.wav,/Data//LibriTTS/train_clean_360_24000c/6359.wav,input,train
636.wav,/Data//LibriTTS/train_clean_360_24000c/636.wav,input,train
637.wav,/Data//LibriTTS/train_clean_360_24000c/637.wav,input,train
6371.wav,/Data//LibriTTS/train_clean_360_24000c/6371.wav,input,train
6373.wav,/Data//LibriTTS/train_clean_360_24000c/6373.wav,input,train
6378.wav,/Data//LibriTTS/train_clean_360_24000c/6378.wav,input,train
6388.wav,/Data//LibriTTS/train_clean_360_24000c/6388.wav,input,train
639.wav,/Data//LibriTTS/train_clean_360_24000c/639.wav,input,train
6395.wav,/Data//LibriTTS/train_clean_360_24000c/6395.wav,input,train
64.wav,/Data//LibriTTS/train_clean_360_24000c/64.wav,input,train
6406.wav,/Data//LibriTTS/train_clean_360_24000c/6406.wav,input,train
6426.wav,/Data//LibriTTS/train_clean_360_24000c/6426.wav,input,train
6446.wav,/Data//LibriTTS/train_clean_360_24000c/6446.wav,input,train
6458.wav,/Data//LibriTTS/train_clean_360_24000c/6458.wav,input,train
6492.wav,/Data//LibriTTS/train_clean_360_24000c/6492.wav,input,train
6494.wav,/Data//LibriTTS/train_clean_360_24000c/6494.wav,input,train
6497.wav,/Data//LibriTTS/train_clean_360_24000c/6497.wav,input,train
6499.wav,/Data//LibriTTS/train_clean_360_24000c/6499.wav,input,train
6505.wav,/Data//LibriTTS/train_clean_360_24000c/6505.wav,input,train
6509.wav,/Data//LibriTTS/train_clean_360_24000c/6509.wav,input,train
6510.wav,/Data//LibriTTS/train_clean_360_24000c/6510.wav,input,train
6518.wav,/Data//LibriTTS/train_clean_360_24000c/6518.wav,input,train
6519.wav,/Data//LibriTTS/train_clean_360_24000c/6519.wav,input,train
6538.wav,/Data//LibriTTS/train_clean_360_24000c/6538.wav,input,train
6544.wav,/Data//LibriTTS/train_clean_360_24000c/6544.wav,input,train
6550.wav,/Data//LibriTTS/train_clean_360_24000c/6550.wav,input,train
6553.wav,/Data//LibriTTS/train_clean_360_24000c/6553.wav,input,train
6555.wav,/Data//LibriTTS/train_clean_360_24000c/6555.wav,input,train
6567.wav,/Data//LibriTTS/train_clean_360_24000c/6567.wav,input,train
6574.wav,/Data//LibriTTS/train_clean_360_24000c/6574.wav,input,train
6575.wav,/Data//LibriTTS/train_clean_360_24000c/6575.wav,input,train
6620.wav,/Data//LibriTTS/train_clean_360_24000c/6620.wav,input,train
663.wav,/Data//LibriTTS/train_clean_360_24000c/663.wav,input,train
6637.wav,/Data//LibriTTS/train_clean_360_24000c/6637.wav,input,train
664.wav,/Data//LibriTTS/train_clean_360_24000c/664.wav,input,train
6643.wav,/Data//LibriTTS/train_clean_360_24000c/6643.wav,input,train
666.wav,/Data//LibriTTS/train_clean_360_24000c/666.wav,input,train
667.wav,/Data//LibriTTS/train_clean_360_24000c/667.wav,input,train
6673.wav,/Data//LibriTTS/train_clean_360_24000c/6673.wav,input,train
6683.wav,/Data//LibriTTS/train_clean_360_24000c/6683.wav,input,train
6686.wav,/Data//LibriTTS/train_clean_360_24000c/6686.wav,input,train
6690.wav,/Data//LibriTTS/train_clean_360_24000c/6690.wav,input,train
6694.wav,/Data//LibriTTS/train_clean_360_24000c/6694.wav,input,train
6696.wav,/Data//LibriTTS/train_clean_360_24000c/6696.wav,input,train
6701.wav,/Data//LibriTTS/train_clean_360_24000c/6701.wav,input,train
6727.wav,/Data//LibriTTS/train_clean_360_24000c/6727.wav,input,train
6763.wav,/Data//LibriTTS/train_clean_360_24000c/6763.wav,input,train
6782.wav,/Data//LibriTTS/train_clean_360_24000c/6782.wav,input,train
6788.wav,/Data//LibriTTS/train_clean_360_24000c/6788.wav,input,train
6828.wav,/Data//LibriTTS/train_clean_360_24000c/6828.wav,input,train
6865.wav,/Data//LibriTTS/train_clean_360_24000c/6865.wav,input,train
6877.wav,/Data//LibriTTS/train_clean_360_24000c/6877.wav,input,train
688.wav,/Data//LibriTTS/train_clean_360_24000c/688.wav,input,train
6895.wav,/Data//LibriTTS/train_clean_360_24000c/6895.wav,input,train
6904.wav,/Data//LibriTTS/train_clean_360_24000c/6904.wav,input,train
6918.wav,/Data//LibriTTS/train_clean_360_24000c/6918.wav,input,train
6924.wav,/Data//LibriTTS/train_clean_360_24000c/6924.wav,input,train
6927.wav,/Data//LibriTTS/train_clean_360_24000c/6927.wav,input,train
6937.wav,/Data//LibriTTS/train_clean_360_24000c/6937.wav,input,train
6956.wav,/Data//LibriTTS/train_clean_360_24000c/6956.wav,input,train
6965.wav,/Data//LibriTTS/train_clean_360_24000c/6965.wav,input,train
698.wav,/Data//LibriTTS/train_clean_360_24000c/698.wav,input,train
6981.wav,/Data//LibriTTS/train_clean_360_24000c/6981.wav,input,train
699.wav,/Data//LibriTTS/train_clean_360_24000c/699.wav,input,train
6993.wav,/Data//LibriTTS/train_clean_360_24000c/6993.wav,input,train
70.wav,/Data//LibriTTS/train_clean_360_24000c/70.wav,input,train
7000.wav,/Data//LibriTTS/train_clean_360_24000c/7000.wav,input,train
7011.wav,/Data//LibriTTS/train_clean_360_24000c/7011.wav,input,train
7030.wav,/Data//LibriTTS/train_clean_360_24000c/7030.wav,input,train
7051.wav,/Data//LibriTTS/train_clean_360_24000c/7051.wav,input,train
7061.wav,/Data//LibriTTS/train_clean_360_24000c/7061.wav,input,train
7069.wav,/Data//LibriTTS/train_clean_360_24000c/7069.wav,input,train
707.wav,/Data//LibriTTS/train_clean_360_24000c/707.wav,input,train
708.wav,/Data//LibriTTS/train_clean_360_24000c/708.wav,input,train
7085.wav,/Data//LibriTTS/train_clean_360_24000c/7085.wav,input,train
7090.wav,/Data//LibriTTS/train_clean_360_24000c/7090.wav,input,train
7095.wav,/Data//LibriTTS/train_clean_360_24000c/7095.wav,input,train
711.wav,/Data//LibriTTS/train_clean_360_24000c/711.wav,input,train
7117.wav,/Data//LibriTTS/train_clean_360_24000c/7117.wav,input,train
7120.wav,/Data//LibriTTS/train_clean_360_24000c/7120.wav,input,train
7126.wav,/Data//LibriTTS/train_clean_360_24000c/7126.wav,input,train
7128.wav,/Data//LibriTTS/train_clean_360_24000c/7128.wav,input,train
7134.wav,/Data//LibriTTS/train_clean_360_24000c/7134.wav,input,train
7139.wav,/Data//LibriTTS/train_clean_360_24000c/7139.wav,input,train
7140.wav,/Data//LibriTTS/train_clean_360_24000c/7140.wav,input,train
7145.wav,/Data//LibriTTS/train_clean_360_24000c/7145.wav,input,train
716.wav,/Data//LibriTTS/train_clean_360_24000c/716.wav,input,train
7169.wav,/Data//LibriTTS/train_clean_360_24000c/7169.wav,input,train
718.wav,/Data//LibriTTS/train_clean_360_24000c/718.wav,input,train
7188.wav,/Data//LibriTTS/train_clean_360_24000c/7188.wav,input,train
7229.wav,/Data//LibriTTS/train_clean_360_24000c/7229.wav,input,train
724.wav,/Data//LibriTTS/train_clean_360_24000c/724.wav,input,train
7240.wav,/Data//LibriTTS/train_clean_360_24000c/7240.wav,input,train
7241.wav,/Data//LibriTTS/train_clean_360_24000c/7241.wav,input,train
7245.wav,/Data//LibriTTS/train_clean_360_24000c/7245.wav,input,train
7247.wav,/Data//LibriTTS/train_clean_360_24000c/7247.wav,input,train
7258.wav,/Data//LibriTTS/train_clean_360_24000c/7258.wav,input,train
7276.wav,/Data//LibriTTS/train_clean_360_24000c/7276.wav,input,train
7285.wav,/Data//LibriTTS/train_clean_360_24000c/7285.wav,input,train
7286.wav,/Data//LibriTTS/train_clean_360_24000c/7286.wav,input,train
7294.wav,/Data//LibriTTS/train_clean_360_24000c/7294.wav,input,train
7297.wav,/Data//LibriTTS/train_clean_360_24000c/7297.wav,input,train
731.wav,/Data//LibriTTS/train_clean_360_24000c/731.wav,input,train
7313.wav,/Data//LibriTTS/train_clean_360_24000c/7313.wav,input,train
7314.wav,/Data//LibriTTS/train_clean_360_24000c/7314.wav,input,train
7316.wav,/Data//LibriTTS/train_clean_360_24000c/7316.wav,input,train
7318.wav,/Data//LibriTTS/train_clean_360_24000c/7318.wav,input,train
7335.wav,/Data//LibriTTS/train_clean_360_24000c/7335.wav,input,train
7339.wav,/Data//LibriTTS/train_clean_360_24000c/7339.wav,input,train
7342.wav,/Data//LibriTTS/train_clean_360_24000c/7342.wav,input,train
7383.wav,/Data//LibriTTS/train_clean_360_24000c/7383.wav,input,train
7384.wav,/Data//LibriTTS/train_clean_360_24000c/7384.wav,input,train
7395.wav,/Data//LibriTTS/train_clean_360_24000c/7395.wav,input,train
7398.wav,/Data//LibriTTS/train_clean_360_24000c/7398.wav,input,train
7416.wav,/Data//LibriTTS/train_clean_360_24000c/7416.wav,input,train
7434.wav,/Data//LibriTTS/train_clean_360_24000c/7434.wav,input,train
7437.wav,/Data//LibriTTS/train_clean_360_24000c/7437.wav,input,train
7445.wav,/Data//LibriTTS/train_clean_360_24000c/7445.wav,input,train
7460.wav,/Data//LibriTTS/train_clean_360_24000c/7460.wav,input,train
7475.wav,/Data//LibriTTS/train_clean_360_24000c/7475.wav,input,train
7478.wav,/Data//LibriTTS/train_clean_360_24000c/7478.wav,input,train
7481.wav,/Data//LibriTTS/train_clean_360_24000c/7481.wav,input,train
7484.wav,/Data//LibriTTS/train_clean_360_24000c/7484.wav,input,train
7495.wav,/Data//LibriTTS/train_clean_360_24000c/7495.wav,input,train
7498.wav,/Data//LibriTTS/train_clean_360_24000c/7498.wav,input,train
7515.wav,/Data//LibriTTS/train_clean_360_24000c/7515.wav,input,train
7518.wav,/Data//LibriTTS/train_clean_360_24000c/7518.wav,input,train
7520.wav,/Data//LibriTTS/train_clean_360_24000c/7520.wav,input,train
7525.wav,/Data//LibriTTS/train_clean_360_24000c/7525.wav,input,train
7538.wav,/Data//LibriTTS/train_clean_360_24000c/7538.wav,input,train
7540.wav,/Data//LibriTTS/train_clean_360_24000c/7540.wav,input,train
7553.wav,/Data//LibriTTS/train_clean_360_24000c/7553.wav,input,train
7555.wav,/Data//LibriTTS/train_clean_360_24000c/7555.wav,input,train
7558.wav,/Data//LibriTTS/train_clean_360_24000c/7558.wav,input,train
7569.wav,/Data//LibriTTS/train_clean_360_24000c/7569.wav,input,train
7594.wav,/Data//LibriTTS/train_clean_360_24000c/7594.wav,input,train
764.wav,/Data//LibriTTS/train_clean_360_24000c/764.wav,input,train
7647.wav,/Data//LibriTTS/train_clean_360_24000c/7647.wav,input,train
7657.wav,/Data//LibriTTS/train_clean_360_24000c/7657.wav,input,train
